run_id,model,feature_set_id,서비스_업종_코드,rows,positive_rate,average_precision,roc_auc,precision_at_0_5,recall_at_0_5,f1_at_0_5,predicted_positive_rate_at_0_5
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS100005,1564,0.3177749360613811,0.44528008739624914,0.6548343481696176,0.5263157894736842,0.02012072434607646,0.03875968992248062,0.012148337595907928
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS100006,1526,0.41874180865006555,0.6378279675389087,0.7257270290917496,0.7428571428571429,0.081377151799687,0.1466854724964739,0.045871559633027525
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS100007,2078,0.48267564966313764,0.6730944152211623,0.6881745461290547,0.8113207547169812,0.08574277168494517,0.1550946798917944,0.05101058710298364
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS100008,3033,0.3537751401252885,0.5447395526701626,0.6980573729957967,0.76,0.017707362534948742,0.03460837887067395,0.008242664029014177
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS100009,3508,0.3187001140250855,0.44180695416315474,0.6409147386621358,0.8333333333333334,0.004472271914132379,0.008896797153024912,0.0017103762827822121
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS100010,4154,0.291044776119403,0.47364224162670643,0.703172443234878,0.5238095238095238,0.009098428453267164,0.01788617886178862,0.0050553683196918634
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS200006,1998,0.14614614614614616,0.3036129750519655,0.7125977613258603,0.0,0.0,0.0,0.0
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS200007,1506,0.20053120849933598,0.2884425493703278,0.6302529097269588,0.0,0.0,0.0,0.0006640106241699867
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS200016,1297,0.27602158828064766,0.4556600656770159,0.6793004563276038,0.7272727272727273,0.0223463687150838,0.04336043360433604,0.008481110254433308
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS200024,839,0.4123957091775924,0.5138375824333649,0.6303098875587707,0.38461538461538464,0.014450867052023121,0.027855153203342618,0.015494636471990465
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS200028,4384,0.2664233576642336,0.3804745118751335,0.6513896165576227,0.5,0.008561643835616438,0.016835016835016835,0.004562043795620438
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS200029,1017,0.400196656833825,0.4381403766901841,0.5525879083256133,0.43636363636363634,0.05896805896805897,0.1038961038961039,0.05408062930186824
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS200030,1156,0.2378892733564014,0.3314708677261747,0.6378041481787224,0.32558139534883723,0.05090909090909091,0.0880503144654088,0.037197231833910036
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS200031,1546,0.2238033635187581,0.3020757785937507,0.6101806358381503,0.3076923076923077,0.011560693641618497,0.022284122562674095,0.008408796895213453
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS200037,2043,0.29515418502202645,0.390140519574787,0.6088872765800626,1.0,0.003316749585406302,0.006611570247933884,0.0009789525208027412
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300001,3323,0.33012338248570566,0.5555590056998165,0.7235726612070328,0.7777777777777778,0.01276207839562443,0.025112107623318385,0.005416792055371652
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300002,2751,0.2813522355507088,0.44950477714277665,0.6910818077137729,0.8125,0.016795865633074936,0.03291139240506329,0.0058160668847691745
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300010,1240,0.24435483870967742,0.46157584268247565,0.6954503347880145,0.5,0.009900990099009901,0.019417475728155338,0.004838709677419355
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300011,3264,0.35324754901960786,0.413908767677724,0.5809590699688535,0.42857142857142855,0.033824804856895055,0.06270096463022508,0.027879901960784315
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300014,494,0.4109311740890688,0.4996462929983241,0.6000203138489666,0.6666666666666666,0.059113300492610835,0.1085972850678733,0.03643724696356275
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300015,215,0.3953488372093023,0.49883214827204303,0.6133936651583709,0.7142857142857143,0.058823529411764705,0.10869565217391304,0.03255813953488372
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300016,805,0.2248447204968944,0.3095871893278475,0.6058135004958208,0.8,0.022099447513812154,0.043010752688172046,0.006211180124223602
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300017,644,0.36490683229813664,0.4224184250787818,0.5837798470582115,0.3333333333333333,0.03404255319148936,0.06177606177606178,0.037267080745341616
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300018,2260,0.12212389380530973,0.33403074060754867,0.7505149894810659,0.5,0.007246376811594203,0.014285714285714285,0.0017699115044247787
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300020,514,0.39883268482490275,0.509394200232312,0.6118714973557502,0.8333333333333334,0.04878048780487805,0.09216589861751152,0.023346303501945526
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300022,1851,0.35386277687736356,0.45764186318621686,0.624382802726646,0.5853658536585366,0.0366412213740458,0.06896551724137931,0.02215018908698001
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300024,463,0.3174946004319654,0.4071834627717076,0.6289503143029362,0.5,0.02040816326530612,0.0392156862745098,0.012958963282937365
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300027,337,0.36795252225519287,0.3864065674491774,0.5022338331061639,0.5333333333333333,0.06451612903225806,0.11510791366906475,0.04451038575667656
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300028,1083,0.31117266851338876,0.38263332187857146,0.5946571626319599,0.3333333333333333,0.008902077151335312,0.017341040462427744,0.008310249307479225
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300036,596,0.2902684563758389,0.3513030159095999,0.5926017026742644,0.1111111111111111,0.005780346820809248,0.01098901098901099,0.015100671140939598
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS200002,250,0.24,0.465689615813449,0.7567543859649124,0.3333333333333333,0.016666666666666666,0.031746031746031744,0.012
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS200003,1882,0.28746014877789583,0.4657838529399652,0.6912834381603378,0.5333333333333333,0.029574861367837338,0.05604203152364273,0.015940488841657812
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS200005,1755,0.29971509971509974,0.4445583615343551,0.6646783839221353,0.47619047619047616,0.019011406844106463,0.03656307129798903,0.011965811965811967
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS200008,1235,0.22753036437246962,0.32826648992591545,0.6486268716846841,0.3333333333333333,0.0035587188612099642,0.007042253521126761,0.0024291497975708503
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS200017,528,0.4412878787878788,0.5628995409286573,0.6412017167381974,0.4,0.008583690987124463,0.01680672268907563,0.00946969696969697
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS200033,72,0.2638888888888889,0.4359533734540627,0.676266137040715,0.0,0.0,0.0,0.0
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS200034,699,0.45064377682403434,0.5115858933242124,0.5694527116402117,0.6,0.009523809523809525,0.01875,0.00715307582260372
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300004,656,0.31859756097560976,0.3541532062426451,0.5458720015413763,0.3181818181818182,0.03349282296650718,0.06060606060606061,0.03353658536585366
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300006,198,0.23737373737373738,0.34959482420087423,0.6298435958855855,0.25,0.02127659574468085,0.0392156862745098,0.020202020202020204
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300007,1584,0.34785353535353536,0.45698224262845866,0.6419429252103453,0.3333333333333333,0.009074410163339383,0.0176678445229682,0.00946969696969697
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300008,566,0.2597173144876325,0.3810001120179614,0.6672186774471125,0.3333333333333333,0.006802721088435374,0.013333333333333334,0.00530035335689046
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300009,1042,0.22648752399232247,0.46739039992328113,0.723077974513185,0.75,0.025423728813559324,0.04918032786885246,0.007677543186180422
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300019,553,0.2820976491862568,0.3421397266705991,0.590841568171543,0.36363636363636365,0.02564102564102564,0.04790419161676647,0.019891500904159132
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300021,962,0.46153846153846156,0.5554825943921127,0.6190910988208285,0.625,0.02252252252252252,0.043478260869565216,0.016632016632016633
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300029,217,0.42857142857142855,0.4964974768641498,0.5638224072147069,0.5,0.06451612903225806,0.11428571428571428,0.055299539170506916
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300031,359,0.25069637883008355,0.34830943925252666,0.5591904171829822,0.5833333333333334,0.07777777777777778,0.13725490196078433,0.033426183844011144
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300032,172,0.3081395348837209,0.3401721735997033,0.5248136990645315,0.0,0.0,0.0,0.005813953488372093
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300033,616,0.288961038961039,0.3212561657207156,0.5391462726386538,0.35294117647058826,0.033707865168539325,0.06153846153846154,0.027597402597402596
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300035,596,0.25838926174496646,0.2979565691605774,0.5534906270200388,0.25,0.025974025974025976,0.047058823529411764,0.026845637583892617
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300043,371,0.23450134770889489,0.30997554881636097,0.562570827262425,0.5333333333333333,0.09195402298850575,0.1568627450980392,0.04043126684636118
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS200001,2410,0.2829875518672199,0.5067670754908116,0.7254924921255568,0.7894736842105263,0.021994134897360705,0.042796005706134094,0.007883817427385892
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS200019,439,0.5170842824601367,0.7332698723883667,0.7204721137062587,0.8,0.01762114537444934,0.034482758620689655,0.011389521640091117
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS200032,175,0.2571428571428571,0.23739141067286443,0.4611965811965812,0.0,0.0,0.0,0.022857142857142857
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300003,278,0.32014388489208634,0.38059376467616524,0.564770227691576,0.6666666666666666,0.06741573033707865,0.12244897959183673,0.03237410071942446
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS200025,1450,0.2103448275862069,0.30241158050937067,0.6215219414417639,0.7777777777777778,0.022950819672131147,0.044585987261146494,0.006206896551724138
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300026,39,0.358974358974359,0.5049503689951323,0.7257142857142858,0.0,0.0,0.0,0.0
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS300025,98,0.2755102040816326,0.27643848653076875,0.4360980699008868,0.2,0.037037037037037035,0.0625,0.05102040816326531
